County,Year,Total_Crimes,Population,Crime_Rate_per_100k,rate_lag1,rate_lag2,rate_diff_1y,target_rate_tplus2,target_year
Schenectady,2017,4602,154912.0,2970.718859739723,3025.430405414132,2985.8652678363783,39.56513757775383,2551.1520499522667,2019
Schenectady,2018,4616,154970.0,2978.6410272956055,2970.718859739723,3025.430405414132,-54.71154567440908,2485.7176018467176,2020
Schenectady,2019,3955,155028.0,2551.1520499522667,2978.6410272956055,2970.718859739723,7.9221675558824245,2466.8575772207696,2021
Schenectady,2020,3855,155086.0,2485.7176018467176,2551.1520499522667,2978.6410272956055,-427.4889773433388,2930.546058415551,2022
Schenectady,2021,3870,156879.75,2466.8575772207696,2485.7176018467176,2551.1520499522667,-65.43444810554911,2680.297693142993,2023
Schenectady,2022,4650,158673.5,2930.546058415551,2466.8575772207696,2485.7176018467176,-18.860024625947972,2734.483332408897,2024
Schenectady,2023,4301,160467.25,2680.297693142993,2930.546058415551,2466.8575772207696,463.6884811947816,,2025
Schenectady,2024,4437,162261.0,2734.483332408897,2680.297693142993,2930.546058415551,-250.2483652725582,,2026
Schoharie,2010,467,31913.0,1463.3534923072102,,,,1547.9585122050576,2012
Schoharie,2011,433,31913.0,1356.8138376210322,1463.3534923072102,,,1679.566320935042,2013
Schoharie,2012,494,31913.0,1547.9585122050576,1356.8138376210322,1463.3534923072102,-106.53965468617798,1190.7373170808135,2014
Schoharie,2013,536,31913.0,1679.566320935042,1547.9585122050576,1356.8138376210322,191.14467458402532,1259.6747407012815,2015
Schoharie,2014,380,31913.0,1190.7373170808135,1679.566320935042,1547.9585122050576,131.60780872998453,1208.7559257370579,2016
Schoharie,2015,402,31913.0,1259.6747407012815,1190.7373170808135,1679.566320935042,-488.82900385422863,992.9356109716223,2017
Schoharie,2016,384,31768.2,1208.7559257370579,1259.6747407012815,1190.7373170808135,68.93742362046805,1016.5636337067086,2018
Schoharie,2017,314,31623.4,992.9356109716223,1208.7559257370579,1259.6747407012815,-50.91881496422366,749.9888299535965,2019
Schoharie,2018,320,31478.6,1016.5636337067086,992.9356109716223,1208.7559257370579,-215.82031476543557,1009.9714642983104,2020
Schoharie,2019,235,31333.8,749.9888299535965,1016.5636337067086,992.9356109716223,23.628022735086347,926.6087402609894,2021
Schoharie,2020,315,31189.0,1009.9714642983104,749.9888299535965,1016.5636337067086,-266.5748037531122,801.5646542050082,2022
Schoharie,2021,289,31189.0,926.6087402609894,1009.9714642983104,749.9888299535965,259.9826343447139,551.4764820930457,2023
Schoharie,2022,250,31189.0,801.5646542050082,926.6087402609894,1009.9714642983104,-83.36272403732096,740.6457404854276,2024
Schoharie,2023,172,31189.0,551.4764820930457,801.5646542050082,926.6087402609894,-125.04408605598121,,2025
Schoharie,2024,231,31189.0,740.6457404854276,551.4764820930457,801.5646542050082,-250.08817211196254,,2026
Schuyler,2010,198,18410.0,1075.502444323737,,,,1004.8886474741988,2012
Schuyler,2011,172,18410.0,934.2748506246605,1075.502444323737,,,896.2520369364477,2013
Schuyler,2012,185,18410.0,1004.8886474741988,934.2748506246605,1075.502444323737,-141.22759369907658,896.2520369364477,2014
Schuyler,2013,165,18410.0,896.2520369364477,1004.8886474741988,934.2748506246605,70.61379684953829,809.3427485062466,2015
Schuyler,2014,165,18410.0,896.2520369364477,896.2520369364477,1004.8886474741988,-108.63661053775115,644.9144668524895,2016
Schuyler,2015,149,18410.0,809.3427485062466,896.2520369364477,896.2520369364477,0.0,384.9538055433348,2017
Schuyler,2016,118,18297.0,644.9144668524895,809.3427485062466,896.2520369364477,-86.90928843020106,332.02368435615074,2018
Schuyler,2017,70,18184.0,384.9538055433348,644.9144668524895,809.3427485062466,-164.42828165375715,367.52422318743737,2019
Schuyler,2018,60,18071.0,332.02368435615074,384.9538055433348,644.9144668524895,-259.96066130915466,274.5867189688988,2020
Schuyler,2019,66,17958.0,367.52422318743737,332.02368435615074,384.9538055433348,-52.93012118718406,285.7943401513029,2021
Schuyler,2020,49,17845.0,274.5867189688988,367.52422318743737,332.02368435615074,35.50053883128663,532.3620061641917,2022
Schuyler,2021,51,17845.0,285.7943401513029,274.5867189688988,367.52422318743737,-92.93750421853855,375.45530961053515,2023
Schuyler,2022,95,17845.0,532.3620061641917,285.7943401513029,274.5867189688988,11.207621182404068,414.6819837489493,2024
Schuyler,2023,67,17845.0,375.45530961053515,532.3620061641917,285.7943401513029,246.56766601288882,,2025
Schuyler,2024,74,17845.0,414.6819837489493,375.45530961053515,532.3620061641917,-156.90669655365656,,2026
Seneca,2010,660,35144.0,1877.9877077168223,,,,2427.1568404279537,2012
Seneca,2011,681,35144.0,1937.7418620532667,1877.9877077168223,,,2259.276121101753,2013
Seneca,2012,853,35144.0,2427.1568404279537,1937.7418620532667,1877.9877077168223,59.754154336444344,2051.5592988845888,2014
Seneca,2013,794,35144.0,2259.276121101753,2427.1568404279537,1937.7418620532667,489.41497837468705,2077.168222171637,2015
Seneca,2014,721,35144.0,2051.5592988845888,2259.276121101753,2427.1568404279537,-167.88071932620096,1838.4980928798946,2016
Seneca,2015,730,35144.0,2077.168222171637,2051.5592988845888,2259.276121101753,-207.716822217164,1640.5971658755789,2017
Seneca,2016,643,34974.2,1838.4980928798946,2077.168222171637,2051.5592988845888,25.60892328704813,1348.3626200389208,2018
Seneca,2017,571,34804.4,1640.5971658755789,1838.4980928798946,2077.168222171637,-238.67012929174234,1276.6648870731876,2019
Seneca,2018,467,34634.6,1348.3626200389208,1640.5971658755789,1838.4980928798946,-197.9009270043157,1277.1541040968073,2020
Seneca,2019,440,34464.8,1276.6648870731876,1348.3626200389208,1640.5971658755789,-292.23454583665807,1574.5735529960634,2021
Seneca,2020,438,34295.0,1277.1541040968073,1276.6648870731876,1348.3626200389208,-71.69773296573317,1472.5178597463187,2022
Seneca,2021,540,34295.0,1574.5735529960634,1277.1541040968073,1276.6648870731876,0.4892170236196307,1306.3128735967343,2023
Seneca,2022,505,34295.0,1472.5178597463187,1574.5735529960634,1277.1541040968073,297.41944889925617,1621.227584195947,2024
Seneca,2023,448,34295.0,1306.3128735967343,1472.5178597463187,1574.5735529960634,-102.05569324974476,,2025
Seneca,2024,556,34295.0,1621.227584195947,1306.3128735967343,1472.5178597463187,-166.20498614958433,,2026
Steuben,2010,1837,98930.0,1856.8684928737491,,,,1858.860195903829,2012
Steuben,2011,1687,98877.0,1706.1601788080138,1856.8684928737491,,,1560.1745451600166,2013
Steuben,2012,1837,98824.0,1858.860195903829,1706.1601788080138,1856.8684928737491,-150.7083140657353,1561.012176097571,2014
Steuben,2013,1541,98771.0,1560.1745451600166,1858.860195903829,1706.1601788080138,152.70001709581516,1606.4460548320073,2015
Steuben,2014,1541,98718.0,1561.012176097571,1560.1745451600166,1858.860195903829,-298.6856507438124,1555.546041512488,2016
Steuben,2015,1585,98665.0,1606.4460548320073,1561.012176097571,1560.1745451600166,0.8376309375544224,1300.0301426547271,2017
Steuben,2016,1526,98100.6,1555.546041512488,1606.4460548320073,1561.012176097571,45.43387873443635,1075.5704235664389,2018
Steuben,2017,1268,97536.2,1300.0301426547271,1555.546041512488,1606.4460548320073,-50.9000133195193,937.6873559498546,2019
Steuben,2018,1043,96971.8,1075.5704235664389,1300.0301426547271,1555.546041512488,-255.51589885776093,911.908016234884,2020
Steuben,2019,904,96407.4,937.6873559498546,1075.5704235664389,1300.0301426547271,-224.45971908828824,888.4345425036358,2021
Steuben,2020,874,95843.0,911.908016234884,937.6873559498546,1075.5704235664389,-137.8830676165843,1059.3107559965506,2022
Steuben,2021,843,94886.0,888.4345425036358,911.908016234884,937.6873559498546,-25.779339714970547,1340.1884438325517,2023
Steuben,2022,995,93929.0,1059.3107559965506,888.4345425036358,911.908016234884,-23.47347373124819,1178.0687931315547,2024
Steuben,2023,1246,92972.0,1340.1884438325517,1059.3107559965506,888.4345425036358,170.87621349291476,,2025
Steuben,2024,1084,92015.0,1178.0687931315547,1340.1884438325517,1059.3107559965506,280.8776878360011,,2026
Suffolk,2010,32638,1494434.0,2183.970653772599,,,,1929.255596544398,2012
Suffolk,2011,31406,1495821.8,2099.58164802786,2183.970653772599,,,1760.2459473104655,2013
Suffolk,2012,28885,1497209.6,1929.255596544398,2099.58164802786,2183.970653772599,-84.38900574473882,1741.4171819828625,2014
Suffolk,2013,26379,1498597.4,1760.2459473104655,1929.255596544398,2099.58164802786,-170.32605148346192,1631.5732333004523,2015
Suffolk,2014,26121,1499985.2,1741.4171819828625,1760.2459473104655,1929.255596544398,-169.00964923393258,1542.1693698930499,2016
Suffolk,2015,24496,1501373.0,1631.5732333004523,1741.4171819828625,1760.2459473104655,-18.828765327602923,1437.1527901937727,2017
Suffolk,2016,23092,1497371.2,1542.1693698930499,1631.5732333004523,1741.4171819828625,-109.8439486824102,1274.1649543067808,2018
Suffolk,2017,21462,1493369.4,1437.1527901937727,1542.1693698930499,1631.5732333004523,-89.40386340740247,1224.883459683803,2019
Suffolk,2018,18977,1489367.6,1274.1649543067808,1437.1527901937727,1542.1693698930499,-105.01657969927714,1225.0871494109483,2020
Suffolk,2019,18194,1485365.8,1224.883459683803,1274.1649543067808,1437.1527901937727,-162.9878358869919,1144.7489724500047,2021
Suffolk,2020,18148,1481364.0,1225.0871494109483,1224.883459683803,1274.1649543067808,-49.28149462297779,1384.1637796778748,2022
Suffolk,2021,17114,1495000.25,1144.7489724500047,1225.0871494109483,1224.883459683803,0.20368972714527445,1379.4505616684,2023
Suffolk,2022,20882,1508636.5,1384.1637796778748,1144.7489724500047,1225.0871494109483,-80.33817696094366,1250.9204646889887,2024
Suffolk,2023,20999,1522272.75,1379.4505616684,1384.1637796778748,1144.7489724500047,239.41480722787014,,2025
Suffolk,2024,19213,1535909.0,1250.9204646889887,1379.4505616684,1384.1637796778748,-4.713218009474758,,2026
Sullivan,2010,1708,77500.0,2203.870967741935,,,,2504.154117769239,2012
Sullivan,2011,1940,77266.0,2510.8068231822535,2203.870967741935,,,2239.6416573348265,2013
Sullivan,2012,1929,77032.0,2504.154117769239,2510.8068231822535,2203.870967741935,306.9358554403184,2149.8354317956223,2014
Sullivan,2013,1720,76798.0,2239.6416573348265,2504.154117769239,2510.8068231822535,-6.652705413014701,1743.74426830866,2015
Sullivan,2014,1646,76564.0,2149.8354317956223,2239.6416573348265,2504.154117769239,-264.51246043441233,1614.3481264892328,2016
Sullivan,2015,1331,76330.0,1743.74426830866,2149.8354317956223,2239.6416573348265,-89.8062255392042,1689.7231119352662,2017
Sullivan,2016,1229,76129.8,1614.3481264892328,1743.74426830866,2149.8354317956223,-406.0911634869624,1581.9483582333944,2018
Sullivan,2017,1283,75929.6,1689.7231119352662,1614.3481264892328,1743.74426830866,-129.39614181942716,1349.1470848360636,2019
Sullivan,2018,1198,75729.4,1581.9483582333944,1689.7231119352662,1614.3481264892328,75.3749854460334,1132.3660210543085,2020
Sullivan,2019,1019,75529.2,1349.1470848360636,1581.9483582333944,1689.7231119352662,-107.77475370187176,1217.8685994184775,2021
Sullivan,2020,853,75329.0,1132.3660210543085,1349.1470848360636,1581.9483582333944,-232.80127339733076,1105.412154398218,2022
Sullivan,2021,933,76609.25,1217.8685994184775,1132.3660210543085,1349.1470848360636,-216.78106378175517,1114.0618733796684,2023
Sullivan,2022,861,77889.5,1105.412154398218,1217.8685994184775,1132.3660210543085,85.50257836416904,1095.0901180857675,2024
Sullivan,2023,882,79169.75,1114.0618733796684,1105.412154398218,1217.8685994184775,-112.45644502025948,,2025
Sullivan,2024,881,80450.0,1095.0901180857675,1114.0618733796684,1105.412154398218,8.649718981450405,,2026
Tioga,2010,600,50199.0,1195.242933126158,,,,1328.7117273252454,2012
Tioga,2011,591,50199.0,1177.3142891292655,1195.242933126158,,,1294.846510886671,2013
Tioga,2012,667,50199.0,1328.7117273252454,1177.3142891292655,1195.242933126158,-17.92864399689256,932.2894878384033,2014
Tioga,2013,650,50199.0,1294.846510886671,1328.7117273252454,1177.3142891292655,151.39743819597993,916.3529153967211,2015
Tioga,2014,468,50199.0,932.2894878384033,1294.846510886671,1328.7117273252454,-33.86521643857441,928.8720724480092,2016
Tioga,2015,460,50199.0,916.3529153967211,932.2894878384033,1294.846510886671,-362.55702304826775,915.3031411264087,2017
Tioga,2016,463,49845.4,928.8720724480092,916.3529153967211,932.2894878384033,-15.936572441682188,807.925402232886,2018
Tioga,2017,453,49491.8,915.3031411264087,928.8720724480092,916.3529153967211,12.519157051288175,811.7315710285624,2019
Tioga,2018,397,49138.2,807.925402232886,915.3031411264087,928.8720724480092,-13.56893132160053,891.9906671346865,2020
Tioga,2019,396,48784.6,811.7315710285624,807.925402232886,915.3031411264087,-107.37773889352275,867.2131486031675,2021
Tioga,2020,432,48431.0,891.9906671346865,811.7315710285624,807.925402232886,3.806168795676399,761.9086948442114,2022
Tioga,2021,420,48431.0,867.2131486031675,891.9906671346865,811.7315710285624,80.25909610612416,652.4746546633355,2023
Tioga,2022,369,48431.0,761.9086948442114,867.2131486031675,891.9906671346865,-24.777518531519036,510.00392310710083,2024
Tioga,2023,316,48431.0,652.4746546633355,761.9086948442114,867.2131486031675,-105.30445375895613,,2025
Tioga,2024,247,48431.0,510.00392310710083,652.4746546633355,761.9086948442114,-109.43404018087585,,2026
Tompkins,2010,2505,101620.0,2465.065931903169,,,,2678.658524689311,2012
Tompkins,2011,2391,102067.0,2342.578894255734,2465.065931903169,,,2818.5429434446055,2013
Tompkins,2012,2746,102514.0,2678.658524689311,2342.578894255734,2465.065931903169,-122.48703764743459,2511.411109391923,2014
Tompkins,2013,2902,102961.0,2818.5429434446055,2678.658524689311,2342.578894255734,336.07963043357677,2201.1458283183283,2015
Tompkins,2014,2597,103408.0,2511.411109391923,2818.5429434446055,2678.658524689311,139.88441875529452,1890.247789559496,2016
Tompkins,2015,2286,103855.0,2201.1458283183283,2511.411109391923,2818.5429434446055,-307.1318340526823,1904.8947850840732,2017
Tompkins,2016,1957,103531.4,1890.247789559496,2201.1458283183283,2511.411109391923,-310.2652810735949,1866.1757587656803,2018
Tompkins,2017,1966,103207.8,1904.8947850840732,1890.247789559496,2201.1458283183283,-310.8980387588324,1820.3871662217264,2019
Tompkins,2018,1920,102884.2,1866.1757587656803,1904.8947850840732,1890.247789559496,14.646995524577278,2088.285063137612,2020
Tompkins,2019,1867,102560.6,1820.3871662217264,1866.1757587656803,1904.8947850840732,-38.719026318392935,2158.554302192752,2021
Tompkins,2020,2135,102237.0,2088.285063137612,1820.3871662217264,1866.1757587656803,-45.78859254395388,2349.895832832144,2022
Tompkins,2021,2225,103078.25,2158.554302192752,2088.285063137612,1820.3871662217264,267.89789691588544,2100.9777039587825,2023
Tompkins,2022,2442,103919.5,2349.895832832144,2158.554302192752,2088.285063137612,70.26923905514013,1980.076134921687,2024
Tompkins,2023,2201,104760.75,2100.9777039587825,2349.895832832144,2158.554302192752,191.3415306393922,,2025
Tompkins,2024,2091,105602.0,1980.076134921687,2100.9777039587825,2349.895832832144,-248.91812887336164,,2026
Ulster,2010,3840,182435.0,2104.8592649436787,,,,2166.7097114533935,2012
Ulster,2011,3772,182208.0,2070.161573586231,2104.8592649436787,,,1970.7956908788804,2013
Ulster,2012,3943,181981.0,2166.7097114533935,2070.161573586231,2104.8592649436787,-34.69769135744764,1796.9778600428588,2014
Ulster,2013,3582,181754.0,1970.7956908788804,2166.7097114533935,2070.161573586231,96.5481378671625,1660.7832322118036,2015
Ulster,2014,3262,181527.0,1796.9778600428588,1970.7956908788804,2166.7097114533935,-195.9140205745132,1463.0836979053113,2016
Ulster,2015,3011,181300.0,1660.7832322118036,1796.9778600428588,1970.7956908788804,-173.81783083602159,1427.8703413787055,2017
Ulster,2016,2644,180714.2,1463.0836979053113,1660.7832322118036,1796.9778600428588,-136.1946278310552,1259.868131574345,2018
Ulster,2017,2572,180128.4,1427.8703413787055,1463.0836979053113,1660.7832322118036,-197.6995343064923,1181.8494742865319,2019
Ulster,2018,2262,179542.6,1259.868131574345,1427.8703413787055,1463.0836979053113,-35.21335652660582,1081.4538237718014,2020
Ulster,2019,2115,178956.8,1181.8494742865319,1259.868131574345,1427.8703413787055,-168.00220980436052,980.9355373281901,2021
Ulster,2020,1929,178371.0,1081.4538237718014,1181.8494742865319,1259.868131574345,-78.01865728781308,979.6650320466697,2022
Ulster,2021,1761,179522.5,980.9355373281901,1081.4538237718014,1181.8494742865319,-100.3956505147305,945.9619250325175,2023
Ulster,2022,1770,180674.0,979.6650320466697,980.9355373281901,1081.4538237718014,-100.51828644361126,923.0668335364554,2024
Ulster,2023,1720,181825.5,945.9619250325175,979.6650320466697,980.9355373281901,-1.2705052815203999,,2025
Ulster,2024,1689,182977.0,923.0668335364554,945.9619250325175,979.6650320466697,-33.70310701415224,,2026
Warren,2010,1297,65697.0,1974.2149565429165,,,,2183.5328033812693,2012
Warren,2011,1494,65593.6,2277.6612352424627,1974.2149565429165,,,1983.580783889103,2013
Warren,2012,1430,65490.2,2183.5328033812693,2277.6612352424627,1974.2149565429165,303.44627869954616,1851.9256043649686,2014
Warren,2013,1297,65386.8,1983.580783889103,2183.5328033812693,2277.6612352424627,-94.12843186119335,1672.2921141454433,2015
Warren,2014,1209,65283.4,1851.9256043649686,1983.580783889103,2183.5328033812693,-199.9520194921663,1848.22118329245,2016
Warren,2015,1090,65180.0,1672.2921141454433,1851.9256043649686,1983.580783889103,-131.65517952413438,1665.5655513500496,2017
Warren,2016,1201,64981.4,1848.22118329245,1672.2921141454433,1851.9256043649686,-179.63349021952536,1475.593101718377,2018
Warren,2017,1079,64782.8,1665.5655513500496,1848.22118329245,1672.2921141454433,175.92906914700666,1133.7938918018936,2019
Warren,2018,953,64584.2,1475.593101718377,1665.5655513500496,1848.22118329245,-182.6556319424003,1157.555268200726,2020
Warren,2019,730,64385.6,1133.7938918018936,1475.593101718377,1665.5655513500496,-189.9724496316726,1427.1918836218097,2021
Warren,2020,743,64187.0,1157.555268200726,1133.7938918018936,1475.593101718377,-341.7992099164835,1533.8868507433867,2022
Warren,2021,920,64462.25,1427.1918836218097,1157.555268200726,1133.7938918018936,23.761376398832454,1573.5374984137727,2023
Warren,2022,993,64737.5,1533.8868507433867,1427.1918836218097,1157.555268200726,269.63661542108366,1401.4826614385493,2024
Warren,2023,1023,65012.75,1573.5374984137727,1533.8868507433867,1427.1918836218097,106.69496712157706,,2025
Warren,2024,915,65288.0,1401.4826614385493,1573.5374984137727,1533.8868507433867,39.65064767038598,,2026
Washington,2010,884,62700.0,1409.8883572567784,,,,1547.049441786284,2012
Washington,2011,866,62700.0,1381.1802232854864,1409.8883572567784,,,1406.6985645933014,2013
Washington,2012,970,62700.0,1547.049441786284,1381.1802232854864,1409.8883572567784,-28.708133971292,1135.5661881977671,2014
Washington,2013,882,62700.0,1406.6985645933014,1547.049441786284,1381.1802232854864,165.86921850079761,1051.03668261563,2015
Washington,2014,712,62700.0,1135.5661881977671,1406.6985645933014,1547.049441786284,-140.35087719298258,982.0444467228871,2016
Washington,2015,659,62700.0,1051.03668261563,1135.5661881977671,1406.6985645933014,-271.13237639553427,981.6290536452232,2017
Washington,2016,613,62420.8,982.0444467228871,1051.03668261563,1135.5661881977671,-84.52950558213706,796.9299606869439,2018
Washington,2017,610,62141.6,981.6290536452232,982.0444467228871,1051.03668261563,-68.992235892743,587.822652931319,2019
Washington,2018,493,61862.4,796.9299606869439,981.6290536452232,982.0444467228871,-0.4153930776639072,642.6986819783375,2020
Washington,2019,362,61583.2,587.822652931319,796.9299606869439,981.6290536452232,-184.69909295827927,582.3437296098134,2021
Washington,2020,394,61304.0,642.6986819783375,587.822652931319,796.9299606869439,-209.1073077556249,734.0467179955631,2022
Washington,2021,357,61304.0,582.3437296098134,642.6986819783375,587.822652931319,54.876029047018505,745.4652224977162,2023
Washington,2022,450,61304.0,734.0467179955631,582.3437296098134,642.6986819783375,-60.354952368524096,683.4790552003132,2024
Washington,2023,457,61304.0,745.4652224977162,734.0467179955631,582.3437296098134,151.70298838574968,,2025
Washington,2024,419,61304.0,683.4790552003132,745.4652224977162,734.0467179955631,11.418504502153155,,2026
Wayne,2010,1966,93753.0,2096.999562680661,,,,1977.0817286753017,2012
Wayne,2011,1709,93485.6,1828.089031893682,2096.999562680661,,,1981.693541099162,2013
Wayne,2012,1843,93218.2,1977.0817286753017,1828.089031893682,2096.999562680661,-268.9105307869788,1730.622743662835,2014
Wayne,2013,1842,92950.8,1981.693541099162,1977.0817286753017,1828.089031893682,148.99269678161977,1778.9127423822715,2015
Wayne,2014,1604,92683.4,1730.622743662835,1981.693541099162,1977.0817286753017,4.611812423860329,1765.0244580407034,2016
Wayne,2015,1644,92416.0,1778.9127423822715,1730.622743662835,1981.693541099162,-251.07079743632698,1634.0440787489017,2017
Wayne,2016,1623,91953.4,1765.0244580407034,1778.9127423822715,1730.622743662835,48.289998719436426,1630.264028070422,2018
Wayne,2017,1495,91490.8,1634.0440787489017,1765.0244580407034,1778.9127423822715,-13.888284341568124,1353.7148762885686,2019
Wayne,2018,1484,91028.2,1630.264028070422,1634.0440787489017,1765.0244580407034,-130.98037929180168,1498.2852957171237,2020
Wayne,2019,1226,90565.6,1353.7148762885686,1630.264028070422,1634.0440787489017,-3.7800506784797108,1365.955254717974,2021
Wayne,2020,1350,90103.0,1498.2852957171237,1353.7148762885686,1630.264028070422,-276.5491517818534,1691.9163994249698,2022
Wayne,2021,1233,90266.5,1365.955254717974,1498.2852957171237,1353.7148762885686,144.57041942855517,1587.3103478726398,2023
Wayne,2022,1530,90430.0,1691.9163994249698,1365.955254717974,1498.2852957171237,-132.3300409991498,1180.0742642440803,2024
Wayne,2023,1438,90593.5,1587.3103478726398,1691.9163994249698,1365.955254717974,325.9611447069958,,2025
Wayne,2024,1071,90757.0,1180.0742642440803,1587.3103478726398,1691.9163994249698,-104.60605155232997,,2026
Westchester,2010,15392,950541.0,1619.2883841938433,,,,1571.1664218335304,2012
Westchester,2011,16283,953895.8,1706.999863087771,1619.2883841938433,,,1471.4678888958983,2013
Westchester,2012,15040,957250.6,1571.1664218335304,1706.999863087771,1619.2883841938433,87.71147889392773,1255.8609784926805,2014
Westchester,2013,14135,960605.4,1471.4678888958983,1571.1664218335304,1706.999863087771,-135.8334412542406,1265.3582338741774,2015
Westchester,2014,12106,963960.2,1255.8609784926805,1471.4678888958983,1571.1664218335304,-99.69853293763208,1296.3006599010582,2016
Westchester,2015,12240,967315.0,1265.3582338741774,1255.8609784926805,1471.4678888958983,-215.60691040321785,1196.4241176785404,2017
Westchester,2016,12543,967599.6,1296.3006599010582,1265.3582338741774,1255.8609784926805,9.49725538149687,1017.1779962337147,2018
Westchester,2017,11580,967884.2,1196.4241176785404,1296.3006599010582,1265.3582338741774,30.942426026880867,997.879712126572,2019
Westchester,2018,9848,968168.8,1017.1779962337147,1196.4241176785404,1296.3006599010582,-99.87654222251786,1064.064793576798,2020
Westchester,2019,9664,968453.4,997.879712126572,1017.1779962337147,1196.4241176785404,-179.2461214448257,949.2261149125877,2021
Westchester,2020,10308,968738.0,1064.064793576798,997.879712126572,1017.1779962337147,-19.29828410714265,1134.678523783848,2022
Westchester,2021,9285,978165.25,949.2261149125877,1064.064793576798,997.879712126572,66.18508145022588,1207.097452181865,2023
Westchester,2022,11206,987592.5,1134.678523783848,949.2261149125877,1064.064793576798,-114.83867866421019,1113.819207568804,2024
Westchester,2023,12035,997019.75,1207.097452181865,1134.678523783848,949.2261149125877,185.45240887126033,,2025
Westchester,2024,11210,1006447.0,1113.819207568804,1207.097452181865,1134.678523783848,72.41892839801699,,2026
Wyoming,2010,476,41446.0,1148.4823625922888,,,,1331.8534961154273,2012
Wyoming,2011,528,41446.0,1273.9468223712784,1148.4823625922888,,,1230.5168170631664,2013
Wyoming,2012,552,41446.0,1331.8534961154273,1273.9468223712784,1148.4823625922888,125.46445977898952,916.8556676156927,2014
Wyoming,2013,510,41446.0,1230.5168170631664,1331.8534961154273,1273.9468223712784,57.906673744148975,1018.1923466679534,2015
Wyoming,2014,380,41446.0,916.8556676156927,1230.5168170631664,1331.8534961154273,-101.33667905226093,794.4181797863088,2016
Wyoming,2015,422,41446.0,1018.1923466679534,916.8556676156927,1230.5168170631664,-313.6611494474737,846.412775451094,2017
Wyoming,2016,327,41162.2,794.4181797863088,1018.1923466679534,916.8556676156927,101.3366790522607,820.306149093722,2018
Wyoming,2017,346,40878.4,846.412775451094,794.4181797863088,1018.1923466679534,-223.77416688164465,637.5462655169334,2019
Wyoming,2018,333,40594.6,820.306149093722,846.412775451094,794.4181797863088,51.994595664785265,759.487346041422,2020
Wyoming,2019,257,40310.8,637.5462655169334,820.306149093722,846.412775451094,-26.10662635737208,654.5581732330677,2021
Wyoming,2020,304,40027.0,759.487346041422,637.5462655169334,820.306149093722,-182.75988357678852,697.0295050840683,2022
Wyoming,2021,262,40027.0,654.5581732330677,759.487346041422,637.5462655169334,121.9410805244886,664.5514277862443,2023
Wyoming,2022,279,40027.0,697.0295050840683,654.5581732330677,759.487346041422,-104.92917280835434,569.6155095310666,2024
Wyoming,2023,266,40027.0,664.5514277862443,697.0295050840683,654.5581732330677,42.47133185100063,,2025
Wyoming,2024,228,40027.0,569.6155095310666,664.5514277862443,697.0295050840683,-32.47807729782403,,2026
Yates,2010,474,25187.0,1881.9232143566126,,,,1699.2893159169412,2012
Yates,2011,410,25187.0,1627.82387739707,1881.9232143566126,,,1639.7347838170483,2013
Yates,2012,428,25187.0,1699.2893159169412,1627.82387739707,1881.9232143566126,-254.0993369595426,1274.466986937706,2014
Yates,2013,413,25187.0,1639.7347838170483,1699.2893159169412,1627.82387739707,71.46543851987121,1187.1203398578632,2015
Yates,2014,321,25187.0,1274.466986937706,1639.7347838170483,1699.2893159169412,-59.55453209989287,1272.578323218987,2016
Yates,2015,299,25187.0,1187.1203398578632,1274.466986937706,1639.7347838170483,-365.2677968793423,1031.683436501677,2017
Yates,2016,320,25145.8,1272.578323218987,1187.1203398578632,1274.466986937706,-87.3466470798428,977.5210067269405,2018
Yates,2017,259,25104.6,1031.683436501677,1272.578323218987,1187.1203398578632,85.45798336112375,747.3363653076068,2019
Yates,2018,245,25063.4,977.5210067269405,1031.683436501677,1272.578323218987,-240.89488671730987,884.67235098675,2020
Yates,2019,187,25022.2,747.3363653076068,977.5210067269405,1031.683436501677,-54.16242977473655,732.5567431247748,2021
Yates,2020,221,24981.0,884.67235098675,747.3363653076068,977.5210067269405,-230.18464141933373,788.5993354949761,2022
Yates,2021,183,24981.0,732.5567431247748,884.67235098675,747.3363653076068,137.33598567914316,656.4989391937874,2023
Yates,2022,197,24981.0,788.5993354949761,732.5567431247748,884.67235098675,-152.11560786197515,692.5263200032024,2024
Yates,2023,164,24981.0,656.4989391937874,788.5993354949761,732.5567431247748,56.042592370201305,,2025
Yates,2024,173,24981.0,692.5263200032024,656.4989391937874,788.5993354949761,-132.10039630118877,,2026
