County,Year,Total_Crimes,Population,Crime_Rate_per_100k,rate_lag1,rate_lag2,rate_diff_1y,target_rate_tplus2,target_year
Chautauqua,2010,3865,134768.0,2867.891487593494,,,,2873.3743929175203,2012
Chautauqua,2011,3687,134343.6,2744.4552624762177,2867.891487593494,,,2724.450690214151,2013
Chautauqua,2012,3848,133919.2,2873.3743929175203,2744.4552624762177,2867.891487593494,-123.43622511727608,2656.4885955103464,2014
Chautauqua,2013,3637,133494.8,2724.450690214151,2873.3743929175203,2744.4552624762177,128.9191304413025,2495.363599354673,2015
Chautauqua,2014,3535,133070.4,2656.4885955103464,2724.450690214151,2873.3743929175203,-148.92370270336914,2528.229874439353,2016
Chautauqua,2015,3310,132646.0,2495.363599354673,2656.4885955103464,2724.450690214151,-67.96209470380472,2136.7128766233964,2017
Chautauqua,2016,3328,131633.6,2528.229874439353,2495.363599354673,2656.4885955103464,-161.12499615567322,2047.7004647832555,2018
Chautauqua,2017,2791,130621.2,2136.7128766233964,2528.229874439353,2495.363599354673,32.86627508467973,2174.244380091511,2019
Chautauqua,2018,2654,129608.8,2047.7004647832555,2136.7128766233964,2528.229874439353,-391.51699781595653,2305.9317782794083,2020
Chautauqua,2019,2796,128596.4,2174.244380091511,2047.7004647832555,2136.7128766233964,-89.01241184014089,2029.7638189864203,2021
Chautauqua,2020,2942,127584.0,2305.9317782794083,2174.244380091511,2047.7004647832555,126.54391530825569,2143.9157054936845,2022
Chautauqua,2021,2572,126714.25,2029.7638189864203,2305.9317782794083,2174.244380091511,131.6873981878971,1995.6031118285894,2023
Chautauqua,2022,2698,125844.5,2143.9157054936845,2029.7638189864203,2305.9317782794083,-276.1679592929879,1801.7001732404015,2024
Chautauqua,2023,2494,124974.75,1995.6031118285894,2143.9157054936845,2029.7638189864203,114.15188650726418,,2025
Chautauqua,2024,2236,124105.0,1801.7001732404015,1995.6031118285894,2143.9157054936845,-148.31259366509516,,2026
Chemung,2010,2080,88824.0,2341.709447896965,,,,2747.1411222421366,2012
Chemung,2011,2278,88712.6,2567.842673983177,2341.709447896965,,,2487.2923206968485,2013
Chemung,2012,2434,88601.2,2747.1411222421366,2567.842673983177,2341.709447896965,226.1332260862123,2416.8801426592922,2014
Chemung,2013,2201,88489.8,2487.2923206968485,2747.1411222421366,2567.842673983177,179.29844825895952,2155.9586255338913,2015
Chemung,2014,2136,88378.4,2416.8801426592922,2487.2923206968485,2747.1411222421366,-259.8488015452881,2360.5675426537628,2016
Chemung,2015,1903,88267.0,2155.9586255338913,2416.8801426592922,2487.2923206968485,-70.41217803755626,1809.3392851781975,2017
Chemung,2016,2064,87436.6,2360.5675426537628,2155.9586255338913,2416.8801426592922,-260.9215171254009,1676.4635246771231,2018
Chemung,2017,1567,86606.2,1809.3392851781975,2360.5675426537628,2155.9586255338913,204.60891711987142,1910.6390693315943,2019
Chemung,2018,1438,85775.8,1676.4635246771231,1809.3392851781975,2360.5675426537628,-551.2282574755652,1786.8394459965523,2020
Chemung,2019,1623,84945.4,1910.6390693315943,1676.4635246771231,1809.3392851781975,-132.8757605010744,1601.3914712409285,2021
Chemung,2020,1503,84115.0,1786.8394459965523,1910.6390693315943,1676.4635246771231,234.1755446544712,1808.3883072081344,2022
Chemung,2021,1335,83365.0,1601.3914712409285,1786.8394459965523,1910.6390693315943,-123.79962333504204,1782.202406400782,2023
Chemung,2022,1494,82615.0,1808.3883072081344,1601.3914712409285,1786.8394459965523,-185.44797475562382,2238.7967700178756,2024
Chemung,2023,1459,81865.0,1782.202406400782,1808.3883072081344,1601.3914712409285,206.99683596720593,,2025
Chemung,2024,1816,81115.0,2238.7967700178756,1782.202406400782,1808.3883072081344,-26.185900807352482,,2026
Chenango,2010,983,49549.0,1983.8947304688288,,,,2064.6228985448747,2012
Chenango,2011,1072,49549.0,2163.514904438031,1983.8947304688288,,,1868.8570909604632,2013
Chenango,2012,1023,49549.0,2064.6228985448747,2163.514904438031,1983.8947304688288,179.62017396920214,1834.547619528144,2014
Chenango,2013,926,49549.0,1868.8570909604632,2064.6228985448747,2163.514904438031,-98.89200589315624,1713.455367414075,2015
Chenango,2014,909,49549.0,1834.547619528144,1868.8570909604632,2064.6228985448747,-195.7658075844115,1965.6279631943285,2016
Chenango,2015,849,49549.0,1713.455367414075,1834.547619528144,1868.8570909604632,-34.30947143231924,1466.9615635553403,2017
Chenango,2016,966,49144.6,1965.6279631943285,1713.455367414075,1834.547619528144,-121.09225211406897,1477.165992907948,2018
Chenango,2017,715,48740.2,1466.9615635553403,1965.6279631943285,1713.455367414075,252.17259578025346,1641.9299248509326,2019
Chenango,2018,714,48335.8,1477.165992907948,1466.9615635553403,1965.6279631943285,-498.6663996389882,1653.796789193511,2020
Chenango,2019,787,47931.4,1641.9299248509326,1477.165992907948,1466.9615635553403,10.204429352607804,1628.5479832516253,2021
Chenango,2020,786,47527.0,1653.796789193511,1641.9299248509326,1477.165992907948,164.76393194298453,1828.4343636248868,2022
Chenango,2021,774,47527.0,1628.5479832516253,1653.796789193511,1641.9299248509326,11.86686434257831,1016.264439160898,2023
Chenango,2022,869,47527.0,1828.4343636248868,1628.5479832516253,1653.796789193511,-25.24880594188562,984.7034317335409,2024
Chenango,2023,483,47527.0,1016.264439160898,1828.4343636248868,1628.5479832516253,199.88638037326155,,2025
Chenango,2024,468,47527.0,984.7034317335409,1016.264439160898,1828.4343636248868,-812.1699244639889,,2026
Clinton,2010,1830,82115.0,2228.58186689399,,,,2056.3074332157717,2012
Clinton,2011,1690,82029.0,2060.2469858220875,2228.58186689399,,,2035.2566060324714,2013
Clinton,2012,1685,81943.0,2056.3074332157717,2060.2469858220875,2228.58186689399,-168.3348810719026,1599.5890963789116,2014
Clinton,2013,1666,81857.0,2035.2566060324714,2056.3074332157717,2060.2469858220875,-3.9395526063158286,1531.492930158536,2015
Clinton,2014,1308,81771.0,1599.5890963789116,2035.2566060324714,2056.3074332157717,-21.05082718330027,1713.5066083624035,2016
Clinton,2015,1251,81685.0,1531.492930158536,1599.5890963789116,2035.2566060324714,-435.6675096535598,1497.4303355969384,2017
Clinton,2016,1395,81412.0,1713.5066083624035,1531.492930158536,1599.5890963789116,-68.09616622037561,1434.4718423070265,2018
Clinton,2017,1215,81139.0,1497.4303355969384,1713.5066083624035,1531.492930158536,182.01367820386758,1455.4613924286227,2019
Clinton,2018,1160,80866.0,1434.4718423070265,1497.4303355969384,1713.5066083624035,-216.0762727654651,1419.3227091633466,2020
Clinton,2019,1173,80593.0,1455.4613924286227,1434.4718423070265,1497.4303355969384,-62.958493289911985,1114.0698363709928,2021
Clinton,2020,1140,80320.0,1419.3227091633466,1455.4613924286227,1434.4718423070265,20.989550121596267,1453.938593219589,2022
Clinton,2021,888,79707.75,1114.0698363709928,1419.3227091633466,1455.4613924286227,-36.138683265276086,1683.1616937371987,2023
Clinton,2022,1150,79095.5,1453.938593219589,1114.0698363709928,1419.3227091633466,-305.25287279235386,1769.5933017426255,2024
Clinton,2023,1321,78483.25,1683.1616937371987,1453.938593219589,1114.0698363709928,339.86875684859615,,2025
Clinton,2024,1378,77871.0,1769.5933017426255,1683.1616937371987,1453.938593219589,229.22310051760974,,2026
Columbia,2010,1213,62195.0,1950.3175496422543,,,,2291.1809630999273,2012
Columbia,2011,1234,62195.0,1984.0823217300424,1950.3175496422543,,,1812.042768711311,2013
Columbia,2012,1425,62195.0,2291.1809630999273,1984.0823217300424,1950.3175496422543,33.76477208778806,1488.8656644424793,2014
Columbia,2013,1127,62195.0,1812.042768711311,2291.1809630999273,1984.0823217300424,307.09864136988494,1439.022429455744,2015
Columbia,2014,926,62195.0,1488.8656644424793,1812.042768711311,2291.1809630999273,-479.1381943886163,1355.263669218513,2016
Columbia,2015,895,62195.0,1439.022429455744,1488.8656644424793,1812.042768711311,-323.1771042688317,1580.1472194953315,2017
Columbia,2016,837,61759.2,1355.263669218513,1439.022429455744,1488.8656644424793,-49.8432349867353,1466.6368850143542,2018
Columbia,2017,969,61323.4,1580.1472194953315,1355.263669218513,1439.022429455744,-83.75876023723094,1191.0315325598244,2019
Columbia,2018,893,60887.6,1466.6368850143542,1580.1472194953315,1355.263669218513,224.88355027681837,1209.6774193548388,2020
Columbia,2019,720,60451.8,1191.0315325598244,1466.6368850143542,1580.1472194953315,-113.51033448097724,1023.0605171954146,2021
Columbia,2020,726,60016.0,1209.6774193548388,1191.0315325598244,1466.6368850143542,-275.6053524545298,1319.6480938416423,2022
Columbia,2021,614,60016.0,1023.0605171954146,1209.6774193548388,1191.0315325598244,18.64588679501435,1116.3689682751267,2023
Columbia,2022,792,60016.0,1319.6480938416423,1023.0605171954146,1209.6774193548388,-186.61690215942417,833.111170354572,2024
Columbia,2023,670,60016.0,1116.3689682751267,1319.6480938416423,1023.0605171954146,296.5875766462277,,2025
Columbia,2024,500,60016.0,833.111170354572,1116.3689682751267,1319.6480938416423,-203.27912556651563,,2026
Cortland,2010,1066,49043.0,2173.602756764472,,,,2253.124808841221,2012
Cortland,2011,1104,49043.0,2251.0857818648938,2173.602756764472,,,2120.588055379973,2013
Cortland,2012,1105,49043.0,2253.124808841221,2251.0857818648938,2173.602756764472,77.48302510042186,2153.212487001203,2014
Cortland,2013,1040,49043.0,2120.588055379973,2253.124808841221,2251.0857818648938,2.0390269763270226,1531.3092592214994,2015
Cortland,2014,1056,49043.0,2153.212487001203,2120.588055379973,2253.124808841221,-132.53675346124783,1681.7752984125682,2016
Cortland,2015,751,49043.0,1531.3092592214994,2153.212487001203,2120.588055379973,32.62443162123009,2050.6261217585047,2017
Cortland,2016,820,48758.0,1681.7752984125682,1531.3092592214994,2153.212487001203,-621.9032277797037,1608.2842201377935,2018
Cortland,2017,994,48473.0,2050.6261217585047,1681.7752984125682,1531.3092592214994,150.46603919106883,1544.788426612112,2019
Cortland,2018,775,48188.0,1608.2842201377935,2050.6261217585047,1681.7752984125682,368.85082334593653,1810.2398252761561,2020
Cortland,2019,740,47903.0,1544.788426612112,1608.2842201377935,2050.6261217585047,-442.34190162071127,1990.8437985635685,2021
Cortland,2020,862,47618.0,1810.2398252761561,1544.788426612112,1608.2842201377935,-63.49579352568139,2538.9558570288546,2022
Cortland,2021,948,47618.0,1990.8437985635685,1810.2398252761561,1544.788426612112,265.45139866404406,2253.349573690621,2023
Cortland,2022,1209,47618.0,2538.9558570288546,1990.8437985635685,1810.2398252761561,180.60397328741237,2255.4496198916377,2024
Cortland,2023,1073,47618.0,2253.349573690621,2538.9558570288546,1990.8437985635685,548.112058465286,,2025
Cortland,2024,1074,47618.0,2255.4496198916377,2253.349573690621,2538.9558570288546,-285.6062833382334,,2026
Delaware,2010,766,46901.0,1633.2274365152127,,,,1626.8309844139785,2012
Delaware,2011,813,46901.0,1733.4385194345537,1633.2274365152127,,,1718.5134645316732,2013
Delaware,2012,763,46901.0,1626.8309844139785,1733.4385194345537,1633.2274365152127,100.21108291934092,1639.6238886164476,2014
Delaware,2013,806,46901.0,1718.5134645316732,1626.8309844139785,1733.4385194345537,-106.60753502057514,1579.9236690049252,2015
Delaware,2014,769,46901.0,1639.6238886164476,1718.5134645316732,1626.8309844139785,91.6824801176947,1444.3774754606509,2016
Delaware,2015,741,46901.0,1579.9236690049252,1639.6238886164476,1718.5134645316732,-78.88957591522558,1130.1645258742474,2017
Delaware,2016,671,46456.0,1444.3774754606509,1579.9236690049252,1639.6238886164476,-59.70021961152247,1279.4627573190537,2018
Delaware,2017,520,46011.0,1130.1645258742474,1444.3774754606509,1579.9236690049252,-135.54619354427427,1218.9446155891935,2019
Delaware,2018,583,45566.0,1279.4627573190537,1130.1645258742474,1444.3774754606509,-314.2129495864035,1040.8272898200375,2020
Delaware,2019,550,45121.0,1218.9446155891935,1279.4627573190537,1130.1645258742474,149.29823144480633,1067.6873489121676,2021
Delaware,2020,465,44676.0,1040.8272898200375,1218.9446155891935,1279.4627573190537,-60.51814172986019,1078.8790402005552,2022
Delaware,2021,477,44676.0,1067.6873489121676,1040.8272898200375,1218.9446155891935,-178.11732576915597,863.9985674635151,2023
Delaware,2022,482,44676.0,1078.8790402005552,1067.6873489121676,1040.8272898200375,26.860059092130086,801.325096248545,2024
Delaware,2023,386,44676.0,863.9985674635151,1078.8790402005552,1067.6873489121676,11.191691288387574,,2025
Delaware,2024,358,44676.0,801.325096248545,863.9985674635151,1078.8790402005552,-214.88047273704012,,2026
Dutchess,2010,5937,297577.0,1995.1138696875096,,,,1984.4112722632444,2012
Dutchess,2011,5677,297447.2,1908.574025911153,1995.1138696875096,,,1723.1539943120104,2013
Dutchess,2012,5900,297317.4,1984.4112722632444,1908.574025911153,1995.1138696875096,-86.53984377635652,1626.6194659759817,2014
Dutchess,2013,5121,297187.6,1723.1539943120104,1984.4112722632444,1908.574025911153,75.83724635209137,1521.917771311564,2015
Dutchess,2014,4832,297057.8,1626.6194659759817,1723.1539943120104,1984.4112722632444,-261.2572779512341,1389.0426643694861,2016
Dutchess,2015,4519,296928.0,1521.917771311564,1626.6194659759817,1723.1539943120104,-96.53452833602864,1385.8138137487886,2017
Dutchess,2016,4115,296247.2,1389.0426643694861,1521.917771311564,1626.6194659759817,-104.7016946644178,1241.159283464503,2018
Dutchess,2017,4096,295566.4,1385.8138137487886,1389.0426643694861,1521.917771311564,-132.87510694207776,1205.6227498667597,2019
Dutchess,2018,3660,294885.6,1241.159283464503,1385.8138137487886,1389.0426643694861,-3.2288506206975853,1271.4462871860565,2020
Dutchess,2019,3547,294204.8,1205.6227498667597,1241.159283464503,1385.8138137487886,-144.65453028428556,1141.516346402267,2021
Dutchess,2020,3732,293524.0,1271.4462871860565,1205.6227498667597,1241.159283464503,-35.5365335977433,1243.1611812895649,2022
Dutchess,2021,3369,295133.75,1141.516346402267,1271.4462871860565,1205.6227498667597,65.82353731929675,1305.4994373280667,2023
Dutchess,2022,3689,296743.5,1243.1611812895649,1141.516346402267,1271.4462871860565,-129.92994078378956,1159.8097098642165,2024
Dutchess,2023,3895,298353.25,1305.4994373280667,1243.1611812895649,1141.516346402267,101.64483488729798,,2025
Dutchess,2024,3479,299963.0,1159.8097098642165,1305.4994373280667,1243.1611812895649,62.33825603850187,,2026
Erie,2010,32568,918652.0,3545.194480608544,,,,3421.086276430033,2012
Erie,2011,31411,919238.4,3417.067868357109,3545.194480608544,,,3182.8165498203416,2013
Erie,2012,31468,919824.8,3421.086276430033,3417.067868357109,3545.194480608544,-128.12661225143484,3085.024325796289,2014
Erie,2013,29295,920411.2,3182.8165498203416,3421.086276430033,3417.067868357109,4.018408072924103,2831.103838608309,2015
Erie,2014,28413,920997.6,3085.024325796289,3182.8165498203416,3421.086276430033,-238.2697266096916,2802.912962256436,2016
Erie,2015,26091,921584.0,2831.103838608309,3085.024325796289,3182.8165498203416,-97.79222402405276,2538.7300548528215,2017
Erie,2016,25816,921041.8,2802.912962256436,2831.103838608309,3085.024325796289,-253.9204871879797,2489.1369969957304,2018
Erie,2017,23369,920499.6,2538.7300548528215,2802.912962256436,2831.103838608309,-28.190876351873158,2278.5135594886838,2019
Erie,2018,22899,919957.4,2489.1369969957304,2538.7300548528215,2802.912962256436,-264.18290740361454,2364.09166446288,2020
Erie,2019,20949,919415.2,2278.5135594886838,2489.1369969957304,2538.7300548528215,-49.593057857091026,2207.799319220516,2021
Erie,2020,21723,918873.0,2364.09166446288,2278.5135594886838,2489.1369969957304,-210.62343750704667,2451.0624640607657,2022
Erie,2021,20462,926805.25,2207.799319220516,2364.09166446288,2278.5135594886838,85.57810497419632,2783.7957036385224,2023
Erie,2022,22911,934737.5,2451.0624640607657,2207.799319220516,2364.09166446288,-156.29234524236426,2652.74005314527,2024
Erie,2023,26242,942669.75,2783.7957036385224,2451.0624640607657,2207.799319220516,243.26314484024988,,2025
Erie,2024,25217,950602.0,2652.74005314527,2783.7957036385224,2451.0624640607657,332.73323957775665,,2026
Essex,2010,523,38912.0,1344.0583881578948,,,,1328.638980263158,2012
Essex,2011,617,38912.0,1585.6291118421052,1344.0583881578948,,,1153.8856907894738,2013
Essex,2012,517,38912.0,1328.638980263158,1585.6291118421052,1344.0583881578948,241.5707236842104,876.3363486842104,2014
Essex,2013,449,38912.0,1153.8856907894738,1328.638980263158,1585.6291118421052,-256.9901315789473,981.702302631579,2015
Essex,2014,341,38912.0,876.3363486842104,1153.8856907894738,1328.638980263158,-174.75328947368416,1028.8759077173468,2016
Essex,2015,382,38912.0,981.702302631579,876.3363486842104,1153.8856907894738,-277.54934210526335,1097.7636985227236,2017
Essex,2016,397,38585.8,1028.8759077173468,981.702302631579,876.3363486842104,105.36595394736855,772.406375384226,2018
Essex,2017,420,38259.6,1097.7636985227236,1028.8759077173468,981.702302631579,47.173605085767804,874.8324788870217,2019
Essex,2018,293,37933.4,772.406375384226,1097.7636985227236,1028.8759077173468,68.88779080537688,836.8874225476785,2020
Essex,2019,329,37607.2,874.8324788870217,772.406375384226,1097.7636985227236,-325.3573231384977,724.2295002816447,2021
Essex,2020,312,37281.0,836.8874225476785,874.8324788870217,772.406375384226,102.42610350279574,815.4287706874816,2022
Essex,2021,270,37281.0,724.2295002816447,836.8874225476785,874.8324788870217,-37.94505633934318,976.3686596389582,2023
Essex,2022,304,37281.0,815.4287706874816,724.2295002816447,836.8874225476785,-112.65792226603378,646.4418872884311,2024
Essex,2023,364,37281.0,976.3686596389582,815.4287706874816,724.2295002816447,91.19927040583684,,2025
Essex,2024,241,37281.0,646.4418872884311,976.3686596389582,815.4287706874816,160.93988895147663,,2026
Franklin,2010,943,51280.0,1838.9235569422776,,,,2031.9812792511702,2012
Franklin,2011,973,51280.0,1897.4258970358815,1838.9235569422776,,,1708.2683307332293,2013
Franklin,2012,1042,51280.0,2031.9812792511702,1897.4258970358815,1838.9235569422776,58.502340093603834,1657.566302652106,2014
Franklin,2013,876,51280.0,1708.2683307332293,2031.9812792511702,1897.4258970358815,134.55538221528877,1640.015600624025,2015
Franklin,2014,850,51280.0,1657.566302652106,1708.2683307332293,2031.9812792511702,-323.71294851794096,1381.5560312943965,2016
Franklin,2015,841,51280.0,1640.015600624025,1657.566302652106,1708.2683307332293,-50.70202808112322,1351.0435240242246,2017
Franklin,2016,706,51101.8,1381.5560312943965,1640.015600624025,1657.566302652106,-17.550702028081105,1022.7528012391269,2018
Franklin,2017,688,50923.6,1351.0435240242246,1381.5560312943965,1640.015600624025,-258.4595693296285,1016.4691736936196,2019
Franklin,2018,519,50745.4,1022.7528012391269,1351.0435240242246,1381.5560312943965,-30.51250727017191,1295.917759828534,2020
Franklin,2019,514,50567.2,1016.4691736936196,1022.7528012391269,1351.0435240242246,-328.2907227850976,1250.2728770168092,2021
Franklin,2020,653,50389.0,1295.917759828534,1016.4691736936196,1022.7528012391269,-6.283627545507329,1617.4164996328564,2022
Franklin,2021,630,50389.0,1250.2728770168092,1295.917759828534,1016.4691736936196,279.4485861349143,1430.8678481414595,2023
Franklin,2022,815,50389.0,1617.4164996328564,1250.2728770168092,1295.917759828534,-45.644882811724756,1061.7396654031634,2024
Franklin,2023,721,50389.0,1430.8678481414595,1617.4164996328564,1250.2728770168092,367.1436226160472,,2025
Franklin,2024,535,50389.0,1061.7396654031634,1430.8678481414595,1617.4164996328564,-186.54865149139687,,2026
Fulton,2010,1689,54606.0,3093.0666959674763,,,,2854.9976193092334,2012
Fulton,2011,1605,54606.0,2939.237446434458,3093.0666959674763,,,2796.396000439512,2013
Fulton,2012,1559,54606.0,2854.9976193092334,2939.237446434458,3093.0666959674763,-153.82924953301836,2682.8553638794274,2014
Fulton,2013,1527,54606.0,2796.396000439512,2854.9976193092334,2939.237446434458,-84.23982712522456,2397.172471889536,2015
Fulton,2014,1465,54606.0,2682.8553638794274,2796.396000439512,2854.9976193092334,-58.60161886972128,2173.7851079168445,2016
Fulton,2015,1309,54606.0,2397.172471889536,2682.8553638794274,2796.396000439512,-113.54063656008475,2009.4414196112616,2017
Fulton,2016,1182,54375.2,2173.7851079168445,2397.172471889536,2682.8553638794274,-285.68289198989123,1750.9496676163344,2018
Fulton,2017,1088,54144.4,2009.4414196112616,2173.7851079168445,2397.172471889536,-223.38736397269167,1885.1475705440103,2019
Fulton,2018,944,53913.6,1750.9496676163344,2009.4414196112616,2173.7851079168445,-164.34368830558287,1792.262216568136,2020
Fulton,2019,1012,53682.8,1885.1475705440103,1750.9496676163344,2009.4414196112616,-258.4917519949272,1760.4579809922923,2021
Fulton,2020,958,53452.0,1792.262216568136,1885.1475705440103,1750.9496676163344,134.19790292767584,1197.3359275611763,2022
Fulton,2021,941,53452.0,1760.4579809922923,1792.262216568136,1885.1475705440103,-92.8853539758743,1178.627553693033,2023
Fulton,2022,640,53452.0,1197.3359275611763,1760.4579809922923,1792.262216568136,-31.804235575843677,1345.1320811195092,2024
Fulton,2023,630,53452.0,1178.627553693033,1197.3359275611763,1760.4579809922923,-563.122053431116,,2025
Fulton,2024,719,53452.0,1345.1320811195092,1178.627553693033,1197.3359275611763,-18.708373868143326,,2026
Genesee,2010,1462,59458.0,2458.878536109523,,,,2443.741800935114,2012
Genesee,2011,1439,59458.0,2420.1957684415893,2458.878536109523,,,2467.2878334286384,2013
Genesee,2012,1453,59458.0,2443.741800935114,2420.1957684415893,2458.878536109523,-38.682767667933604,2551.3808066197985,2014
Genesee,2013,1467,59458.0,2467.2878334286384,2443.741800935114,2420.1957684415893,23.546032493524763,2016.5494971240203,2015
Genesee,2014,1517,59458.0,2551.3808066197985,2467.2878334286384,2443.741800935114,23.546032493524308,2137.8806036846704,2016
Genesee,2015,1199,59458.0,2016.5494971240203,2551.3808066197985,2467.2878334286384,84.09297319116013,1947.3085231802975,2017
Genesee,2016,1263,59077.2,2137.8806036846704,2016.5494971240203,2551.3808066197985,-534.8313094957782,1622.2074367750652,2018
Genesee,2017,1143,58696.4,1947.3085231802975,2137.8806036846704,2016.5494971240203,121.33110656065014,1751.9694553187376,2019
Genesee,2018,946,58315.6,1622.2074367750652,1947.3085231802975,2137.8806036846704,-190.57208050437293,1436.9114223164333,2020
Genesee,2019,1015,57934.8,1751.9694553187376,1622.2074367750652,1947.3085231802975,-325.1010864052323,1645.4112659415505,2021
Genesee,2020,827,57554.0,1436.9114223164333,1751.9694553187376,1622.2074367750652,129.7620185436724,1800.0486499635124,2022
Genesee,2021,947,57554.0,1645.4112659415505,1436.9114223164333,1751.9694553187376,-315.0580330023042,1718.3862112103413,2023
Genesee,2022,1036,57554.0,1800.0486499635124,1645.4112659415505,1436.9114223164333,208.49984362511714,1350.0364874726345,2024
Genesee,2023,989,57554.0,1718.3862112103413,1800.0486499635124,1645.4112659415505,154.6373840219619,,2025
Genesee,2024,777,57554.0,1350.0364874726345,1718.3862112103413,1800.0486499635124,-81.66243875317105,,2026
Greene,2010,836,48312.0,1730.4189435336975,,,,1492.3828448418612,2012
Greene,2011,831,48312.0,1720.0695479384003,1730.4189435336975,,,1486.173207484683,2013
Greene,2012,721,48312.0,1492.3828448418612,1720.0695479384003,1730.4189435336975,-10.34939559529721,1419.9370756747805,2014
Greene,2013,718,48312.0,1486.173207484683,1492.3828448418612,1720.0695479384003,-227.68670309653908,1254.346746150025,2015
Greene,2014,686,48312.0,1419.9370756747805,1486.173207484683,1492.3828448418612,-6.209637357178281,1151.3697975334915,2016
Greene,2015,606,48312.0,1254.346746150025,1419.9370756747805,1486.173207484683,-66.23613180990242,1325.0920260761418,2017
Greene,2016,554,48116.6,1151.3697975334915,1254.346746150025,1419.9370756747805,-165.5903295247556,1276.0393749292834,2018
Greene,2017,635,47921.2,1325.0920260761418,1151.3697975334915,1254.346746150025,-102.97694861653349,1243.4147408816252,2019
Greene,2018,609,47725.8,1276.0393749292834,1325.0920260761418,1151.3697975334915,173.72222854265033,1161.930917925425,2020
Greene,2019,591,47530.4,1243.4147408816252,1276.0393749292834,1325.0920260761418,-49.05265114685835,1256.9979930284146,2021
Greene,2020,550,47335.0,1161.930917925425,1243.4147408816252,1276.0393749292834,-32.62463404765822,1252.772789690504,2022
Greene,2021,595,47335.0,1256.9979930284146,1161.930917925425,1243.4147408816252,-81.48382295620013,908.418717650787,2023
Greene,2022,593,47335.0,1252.772789690504,1256.9979930284146,1161.930917925425,95.06707510298952,800.6760325340657,2024
